Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       6/6           std::vector<Community, std::allocator<Community> >::push_back(Community const&) [40]
                0.00    0.00       6/3516006     Community::~Community() [19]
                0.00    0.00       6/6           Community::Community(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, Coordinate, double, double, double, double) [54]
                0.00    0.00       1/1           std::vector<Community, std::allocator<Community> >::vector() [429]
-----------------------------------------------
                0.00    0.00       6/6           createworld(double, double) [39]
[40]     0.0    0.00    0.00       6         std::vector<Community, std::allocator<Community> >::push_back(Community const&) [40]
                0.00    0.00       4/4           void std::vector<Community, std::allocator<Community> >::_M_realloc_insert<Community const&>(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >, Community const&) [41]
                0.00    0.00       2/6           void std::allocator_traits<std::allocator<Community> >::construct<Community, Community const&>(std::allocator<Community>&, Community*, Community const&) [48]
                0.00    0.00       4/44          std::vector<Community, std::allocator<Community> >::end() [281]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Community, std::allocator<Community> >::push_back(Community const&) [40]
[41]     0.0    0.00    0.00       4         void std::vector<Community, std::allocator<Community> >::_M_realloc_insert<Community const&>(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >, Community const&) [41]
                0.00    0.00       8/8           Community* std::__uninitialized_move_if_noexcept_a<Community*, Community*, std::allocator<Community> >(Community*, Community*, Community*, std::allocator<Community>&) [45]
                0.00    0.00       4/6           void std::allocator_traits<std::allocator<Community> >::construct<Community, Community const&>(std::allocator<Community>&, Community*, Community const&) [48]
                0.00    0.00       4/5           void std::_Destroy<Community*, Community>(Community*, Community*, std::allocator<Community>&) [53]
                0.00    0.00      12/13          std::_Vector_base<Community, std::allocator<Community> >::_M_get_Tp_allocator() [317]
                0.00    0.00       8/8           std::vector<Community, std::allocator<Community> >::_S_use_relocate() [341]
                0.00    0.00       8/576         __gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >::base() const [254]
                0.00    0.00       4/4           std::vector<Community, std::allocator<Community> >::_M_check_len(unsigned long, char const*) const [357]
                0.00    0.00       4/44          std::vector<Community, std::allocator<Community> >::begin() [282]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >::difference_type __gnu_cxx::operator-<Community*, std::vector<Community, std::allocator<Community> > >(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > > const&, __gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > > const&) [354]
                0.00    0.00       4/4           std::_Vector_base<Community, std::allocator<Community> >::_M_allocate(unsigned long) [360]
                0.00    0.00       4/23          Community const& std::forward<Community const&>(std::remove_reference<Community const&>::type&) [306]
                0.00    0.00       4/5           std::_Vector_base<Community, std::allocator<Community> >::_M_deallocate(Community*, unsigned long) [349]
-----------------------------------------------
                0.00    0.00       8/8           Community* std::uninitialized_copy<Community const*, Community*>(Community const*, Community const*, Community*) [43]
[42]     0.0    0.00    0.00       8         Community* std::__uninitialized_copy<false>::__uninit_copy<Community const*, Community*>(Community const*, Community const*, Community*) [42]
                0.00    0.00       7/7           void std::_Construct<Community, Community const&>(Community*, Community const&) [46]
                0.00    0.00       7/20          Community* std::__addressof<Community>(Community&) [313]
-----------------------------------------------
                0.00    0.00       8/8           Community* std::__uninitialized_copy_a<Community const*, Community*, Community>(Community const*, Community const*, Community*, std::allocator<Community>&) [44]
[43]     0.0    0.00    0.00       8         Community* std::uninitialized_copy<Community const*, Community*>(Community const*, Community const*, Community*) [43]
                0.00    0.00       8/8           Community* std::__uninitialized_copy<false>::__uninit_copy<Community const*, Community*>(Community const*, Community const*, Community*) [42]
-----------------------------------------------
                0.00    0.00       8/8           Community* std::__uninitialized_move_if_noexcept_a<Community*, Community*, std::allocator<Community> >(Community*, Community*, Community*, std::allocator<Community>&) [45]
[44]     0.0    0.00    0.00       8         Community* std::__uninitialized_copy_a<Community const*, Community*, Community>(Community const*, Community const*, Community*, std::allocator<Community>&) [44]
                0.00    0.00       8/8           Community* std::uninitialized_copy<Community const*, Community*>(Community const*, Community const*, Community*) [43]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<Community, std::allocator<Community> >::_M_realloc_insert<Community const&>(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >, Community const&) [41]
[45]     0.0    0.00    0.00       8         Community* std::__uninitialized_move_if_noexcept_a<Community*, Community*, std::allocator<Community> >(Community*, Community*, Community*, std::allocator<Community>&) [45]
                0.00    0.00       8/8           Community* std::__uninitialized_copy_a<Community const*, Community*, Community>(Community const*, Community const*, Community*, std::allocator<Community>&) [44]
                0.00    0.00      16/16          Community const* std::__make_move_if_noexcept_iterator<Community, Community const*>(Community*) [316]
-----------------------------------------------
                0.00    0.00       7/7           Community* std::__uninitialized_copy<false>::__uninit_copy<Community const*, Community*>(Community const*, Community const*, Community*) [42]
[46]     0.0    0.00    0.00       7         void std::_Construct<Community, Community const&>(Community*, Community const&) [46]
                0.00    0.00       7/3515000     Community::Community(Community const&) [4]
                0.00    0.00       7/23          Community const& std::forward<Community const&>(std::remove_reference<Community const&>::type&) [306]
                0.00    0.00       7/43914       operator new(unsigned long, void*) [75]
-----------------------------------------------
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<Community> >::construct<Community, Community const&>(std::allocator<Community>&, Community*, Community const&) [48]
[47]     0.0    0.00    0.00       6         void __gnu_cxx::new_allocator<Community>::construct<Community, Community const&>(Community*, Community const&) [47]
                0.00    0.00       6/3515000     Community::Community(Community const&) [4]
                0.00    0.00       6/23          Community const& std::forward<Community const&>(std::remove_reference<Community const&>::type&) [306]
                0.00    0.00       6/43914       operator new(unsigned long, void*) [75]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<Community, std::allocator<Community> >::push_back(Community const&) [40]
                0.00    0.00       4/6           void std::vector<Community, std::allocator<Community> >::_M_realloc_insert<Community const&>(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >, Community const&) [41]
[48]     0.0    0.00    0.00       6         void std::allocator_traits<std::allocator<Community> >::construct<Community, Community const&>(std::allocator<Community>&, Community*, Community const&) [48]
                0.00    0.00       6/6           void __gnu_cxx::new_allocator<Community>::construct<Community, Community const&>(Community*, Community const&) [47]
                0.00    0.00       6/23          Community const& std::forward<Community const&>(std::remove_reference<Community const&>::type&) [306]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Person, std::allocator<Person> >::_M_realloc_insert<Person const&>(__gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > >, Person const&) [26]
[49]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > >::difference_type __gnu_cxx::operator-<Person*, std::vector<Person, std::allocator<Person> > >(__gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > > const&, __gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > > const&) [49]
                0.00    0.00      20/3514054     __gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > >::base() const [16]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Destroy_aux<false>::__destroy<Community*>(Community*, Community*) [51]
[50]     0.0    0.00    0.00      13         void std::_Destroy<Community>(Community*) [50]
                0.00    0.00      13/3516006     Community::~Community() [19]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<Community*>(Community*, Community*) [52]
[51]     0.0    0.00    0.00       5         void std::_Destroy_aux<false>::__destroy<Community*>(Community*, Community*) [51]
                0.00    0.00      13/13          void std::_Destroy<Community>(Community*) [50]
                0.00    0.00      13/20          Community* std::__addressof<Community>(Community&) [313]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<Community*, Community>(Community*, Community*, std::allocator<Community>&) [53]
[52]     0.0    0.00    0.00       5         void std::_Destroy<Community*>(Community*, Community*) [52]
                0.00    0.00       5/5           void std::_Destroy_aux<false>::__destroy<Community*>(Community*, Community*) [51]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<Community, std::allocator<Community> >::~vector() [55]
                0.00    0.00       4/5           void std::vector<Community, std::allocator<Community> >::_M_realloc_insert<Community const&>(__gnu_cxx::__normal_iterator<Community*, std::vector<Community, std::allocator<Community> > >, Community const&) [41]
[53]     0.0    0.00    0.00       5         void std::_Destroy<Community*, Community>(Community*, Community*, std::allocator<Community>&) [53]
                0.00    0.00       5/5           void std::_Destroy<Community*>(Community*, Community*) [52]
-----------------------------------------------
                0.00    0.00       6/6           createworld(double, double) [39]
[54]     0.0    0.00    0.00       6         Community::Community(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int, Coordinate, double, double, double, double) [54]
                0.00    0.00      10/8787033     Point::~Point() [7]
                0.00    0.00      12/2517        Point::Point() [178]
                0.00    0.00      12/6923        Point::operator=(Point const&) [111]
                0.00    0.00      10/10          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [333]
                0.00    0.00      10/10          Point::Point(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Coordinate, double) [320]
                0.00    0.00       6/6           bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [348]
                0.00    0.00       5/5           double const& std::min<double>(double const&, double const&) [350]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.0    0.00    0.00                 std::vector<Community, std::allocator<Community> >::~vector() [55]
                0.00    0.00       1/5           void std::_Destroy<Community*, Community>(Community*, Community*, std::allocator<Community>&) [53]
                0.00    0.00       1/13          std::_Vector_base<Community, std::allocator<Community> >::_M_get_Tp_allocator() [317]
                0.00    0.00       1/1           std::_Vector_base<Community, std::allocator<Community> >::~_Vector_base() [421]
-----------------------------------------------
                0.00    0.00     500/1753500     write_to_csv(std::vector<Person, std::allocator<Person> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [25]
                0.00    0.00 1753000/1753500     Person::update(int, double, double, int, std::vector<Person, std::allocator<Person> >&, std::vector<Community, std::allocator<Community> >&) [2]
[62]     0.0    0.00    0.00 1753500         __gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > >::operator++() [62]
-----------------------------------------------
                0.00    0.00     500/1753500     write_to_csv(std::vector<Person, std::allocator<Person> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [25]
                0.00    0.00 1753000/1753500     Person::update(int, double, double, int, std::vector<Person, std::allocator<Person> >&, std::vector<Community, std::allocator<Community> >&) [2]
[63]     0.0    0.00    0.00 1753500         __gnu_cxx::__normal_iterator<Person*, std::vector<Person, std::allocator<Person> > >::operator*() const [63]
-----------------------------------------------
                0.00    0.00    3007/945619      Person::transfer(Community&) [185]
                0.00    0.00    6149/945619      Person::approach(int) [116]
                0.00    0.00  936463/945619      Person::update(int, double, double, int, std::vector<Person, std::allocator<Person> >&, std::vector<Community, std::allocator<Community> >&) [2]
[64]     0.0    0.00    0.00  945619         distance(Coordinate, Coordinate) [64]
-----------------------------------------------
                0.00    0.00       4/468016      std::vector<double, std::allocator<double> >::reserve(unsigned long) [375]
                0.00    0.00      12/468016      std::discrete_distribution<int>::param_type::_M_initialize() [368]
                0.00    0.00     160/468016      bool matplotlibcpp::plot<double, double>(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [276]
                0.00    0.00     160/468016      std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [295]
                0.00    0.00    2880/468016      bool matplotlibcpp::plot<double>(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [198]
                0.00    0.00    3040/468016      _object* matplotlibcpp::get_array<double>(std::vector<double, std::allocator<double> > const&) [157]
                0.00    0.00  461760/468016      std::vector<double, std::allocator<double> >::_M_range_check(unsigned long) const [8]
[65]     0.0    0.00    0.00  468016         std::vector<double, std::allocator<double> >::size() const [65]
-----------------------------------------------
                0.00    0.00       4/461764      std::discrete_distribution<int>::param_type::_M_initialize() [368]
                0.00    0.00  461760/461764      std::vector<double, std::allocator<double> >::at(unsigned long) [9]
[66]     0.0    0.00    0.00  461764         std::vector<double, std::allocator<double> >::operator[](unsigned long) [66]
-----------------------------------------------
                0.00    0.00    6149/146953      Person::approach(int) [116]
                0.00    0.00   42884/146953      Person::if_target() [91]
                0.00    0.00   97920/146953      Community::display() [14]
[67]     0.0    0.00    0.00  146953         Point::position() [67]
-----------------------------------------------
                0.00    0.00  140519/140519      main [1]
[68]     0.0    0.00    0.00  140519         std::vector<Person, std::allocator<Person> >::operator[](unsigned long) [68]
-----------------------------------------------
                0.00    0.00   40040/120120      bool __gnu_cxx::operator==<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [92]
                0.00    0.00   80080/120120      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [78]
[69]     0.0    0.00    0.00  120120         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [69]
-----------------------------------------------
                0.00    0.00      40/120040      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [299]
                0.00    0.00   40000/120040      void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [88]
                0.00    0.00   40000/120040      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [87]
                0.00    0.00   40000/120040      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [86]
[70]     0.0    0.00    0.00  120040         double&& std::forward<double>(std::remove_reference<double>::type&) [70]
-----------------------------------------------
                0.00    0.00    6149/103109      Person::approach(int) [116]
                0.00    0.00   96960/103109      Community::display() [14]
[71]     0.0    0.00    0.00  103109         Point::approach_radius() [71]
-----------------------------------------------
                0.00    0.00   40040/100100      std::vector<double, std::allocator<double> >::end() const [81]
                0.00    0.00   60060/100100      std::vector<double, std::allocator<double> >::begin() const [73]
[72]     0.0    0.00    0.00  100100         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [72]
-----------------------------------------------
                0.00    0.00   20020/60060       std::vector<double, std::allocator<double> >::empty() const [93]
                0.00    0.00   40040/60060       int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [12]
[73]     0.0    0.00    0.00   60060         std::vector<double, std::allocator<double> >::begin() const [73]
                0.00    0.00   60060/100100      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [72]
-----------------------------------------------
                0.00    0.00   20020/60060       std::iterator_traits<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [99]
                0.00    0.00   40040/60060       void std::advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long) [84]
[74]     0.0    0.00    0.00   60060         std::iterator_traits<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [74]
-----------------------------------------------
                0.00    0.00       6/43914       void __gnu_cxx::new_allocator<Community>::construct<Community, Community const&>(Community*, Community const&) [47]
                0.00    0.00       7/43914       void std::_Construct<Community, Community const&>(Community*, Community const&) [46]
                0.00    0.00      10/43914       void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [323]
                0.00    0.00     500/43914       void __gnu_cxx::new_allocator<Person>::construct<Person, Person const&>(Person*, Person const&) [32]
                0.00    0.00     511/43914       void std::_Construct<Person, Person const&>(Person*, Person const&) [27]
                0.00    0.00    1440/43914       void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_construct_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [236]
                0.00    0.00    1440/43914       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [202]
                0.00    0.00   40000/43914       void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [86]
[75]     0.0    0.00    0.00   43914         operator new(unsigned long, void*) [75]
-----------------------------------------------
                0.00    0.00    1000/41000       write_to_csv(std::vector<Person, std::allocator<Person> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [25]
                0.00    0.00   40000/41000       main [1]
[76]     0.0    0.00    0.00   41000         Person::position() [76]
-----------------------------------------------
                0.00    0.00   40040/40040       void std::__advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long, std::random_access_iterator_tag) [85]
[77]     0.0    0.00    0.00   40040         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator+=(long) [77]
-----------------------------------------------
                0.00    0.00   20020/40040       int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [12]
                0.00    0.00   20020/40040       std::iterator_traits<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, std::random_access_iterator_tag) [96]
[78]     0.0    0.00    0.00   40040         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [78]
                0.00    0.00   80080/120120      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [69]
-----------------------------------------------
                0.00    0.00   40040/40040       bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) const [80]
[79]     0.0    0.00    0.00   40040         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator*() const [79]
-----------------------------------------------
                0.00    0.00   40040/40040       __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&, __gnu_cxx::__ops::_Iter_less_val) [97]
[80]     0.0    0.00    0.00   40040         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) const [80]
                0.00    0.00   40040/40040       __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator*() const [79]
-----------------------------------------------
                0.00    0.00   20020/40040       int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [12]
                0.00    0.00   20020/40040       std::vector<double, std::allocator<double> >::empty() const [93]
[81]     0.0    0.00    0.00   40040         std::vector<double, std::allocator<double> >::end() const [81]
                0.00    0.00   40040/100100      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [72]
-----------------------------------------------
                0.00    0.00   40040/40040       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [98]
[82]     0.0    0.00    0.00   40040         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [82]
-----------------------------------------------
                0.00    0.00   40040/40040       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [98]
[83]     0.0    0.00    0.00   40040         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [83]
                0.00    0.00      66/66          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [277]
-----------------------------------------------
                0.00    0.00   40040/40040       __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&, __gnu_cxx::__ops::_Iter_less_val) [97]
[84]     0.0    0.00    0.00   40040         void std::advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long) [84]
                0.00    0.00   40040/60060       std::iterator_traits<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [74]
                0.00    0.00   40040/40040       void std::__advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long, std::random_access_iterator_tag) [85]
-----------------------------------------------
                0.00    0.00   40040/40040       void std::advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long) [84]
[85]     0.0    0.00    0.00   40040         void std::__advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long, std::random_access_iterator_tag) [85]
